Time (sec),S:Load (lbs),S:Position (in),Ch:Position (mm),Ch:Load (lbs),Ch:Stress (kPa),Ch:Strain (lbs),Cycles (),Time_P&V (),S:Load_P&V (),S:Position_P&V (),Ch:Position_P&V (),Ch:Load_P&V (),Ch:Stress_P&V (),Ch:Strain_P&V (),Cycles_P&V ()
192.420013,176.333725,0.126124,3.203549,176.333725,39957.79297,0.64071,0,,,,,,,,
192.440002,176.393845,0.126132,3.203757,176.393845,39971.41406,0.640751,0,,,,,,,,
192.460007,176.146149,0.126139,3.20394,176.146149,39915.28516,0.640788,0,,,,,,,,
192.480011,176.304062,0.126148,3.204148,176.304062,39951.07031,0.64083,0,,,,,,,,
192.500015,176.112885,0.126157,3.204382,176.112885,39907.75,0.640876,0,,,,,,,,
192.520004,176.151764,0.126165,3.204591,176.151764,39916.55859,0.640918,0,,,,,,,,
192.540009,176.130524,0.126177,3.204903,176.130524,39911.74219,0.640981,0,,,,,,,,
192.560013,176.094849,0.126191,3.205242,176.094849,39903.66016,0.641048,0,,,,,,,,
192.580002,176.256775,0.126213,3.205815,176.256775,39940.35156,0.641163,0,,,,,,,,
192.600006,176.48642,0.126239,3.206466,176.48642,39992.39453,0.641293,0,,,,,,,,
192.62001,176.701645,0.126257,3.206934,176.701645,40041.16016,0.641387,0,,,,,,,,
192.640015,176.730103,0.126263,3.207091,176.730103,40047.61328,0.641418,0,,,,,,,,
192.660004,176.64032,0.126266,3.207169,176.64032,40027.26953,0.641434,0,,,,,,,,
192.680008,176.475601,0.126271,3.207273,176.475601,39989.94141,0.641455,0,,,,,,,,
192.700012,176.37941,0.126279,3.207481,176.37941,39968.14453,0.641496,0,,,,,,,,
192.720016,176.30246,0.12629,3.207768,176.30246,39950.70703,0.641554,0,,,,,,,,
192.740005,176.414673,0.126302,3.20808,176.414673,39976.13672,0.641616,0,,,,,,,,
192.76001,176.416275,0.126319,3.208497,176.416275,39976.49609,0.641699,0,,,,,,,,
192.780014,176.557358,0.126336,3.20894,176.557358,40008.46875,0.641788,0,,,,,,,,
192.800003,176.645935,0.126343,3.209122,176.645935,40028.53906,0.641824,0,,,,,,,,
192.820007,176.517273,0.126353,3.209356,176.517273,39999.38672,0.641871,0,,,,,,,,
192.840012,176.485214,0.126357,3.209461,176.485214,39992.12109,0.641892,0,,,,,,,,
192.860016,176.419083,0.126373,3.209877,176.419083,39977.13672,0.641975,0,,,,,,,,
192.880005,176.688812,0.126401,3.21058,176.688812,40038.25781,0.642116,0,,,,,,,,
192.900009,176.812653,0.126412,3.210867,176.812653,40066.31641,0.642173,0,,,,,,,,
192.920013,176.898026,0.126424,3.211179,176.898026,40085.66406,0.642236,0,,,,,,,,
192.940002,176.924072,0.126437,3.211492,176.924072,40091.5625,0.642298,0,,,,,,,,
192.960007,176.781799,0.126438,3.211518,176.781799,40059.32813,0.642304,0,,,,,,,,
192.980011,176.6315,0.126438,3.211518,176.6315,40025.26563,0.642304,0,,,,,,,,
193.000015,176.464783,0.126439,3.211544,176.464783,39987.48828,0.642309,0,,,,,,,,
193.020004,176.406265,0.126465,3.212221,176.406265,39974.23047,0.642444,0,,,,,,,,
193.040009,176.887604,0.126491,3.212872,176.887604,40083.30469,0.642574,0,,,,,,,,
193.060013,176.993011,0.126512,3.213393,176.993011,40107.1875,0.642679,0,,,,,,,,
193.080002,177.168961,0.126535,3.213992,177.168961,40147.05859,0.642798,0,,,,,,,,
193.100006,177.363739,0.126555,3.214487,177.363739,40191.19922,0.642897,0,,,,,,,,
193.12001,177.507217,0.126574,3.214981,177.507217,40223.71094,0.642996,0,,,,,,,,
193.140015,177.732468,0.126593,3.21545,177.732468,40274.75,0.64309,0,,,,,,,,
193.160004,177.747696,0.126607,3.215815,177.747696,40278.19922,0.643163,0,,,,,,,,
193.180008,177.715637,0.126612,3.215945,177.715637,40270.9375,0.643189,0,,,,,,,,
193.200012,177.661118,0.12662,3.216153,177.661118,40258.58203,0.643231,0,,,,,,,,
193.220016,177.578964,0.12663,3.216414,177.578964,40239.96875,0.643283,0,,,,,,,,
193.240005,177.548904,0.126638,3.216596,177.548904,40233.15625,0.643319,0,,,,,,,,
193.26001,177.494797,0.126647,3.21683,177.494797,40220.89453,0.643366,0,,,,,,,,
193.280014,177.513229,0.126659,3.217143,177.513229,40225.07031,0.643429,0,,,,,,,,
193.300003,177.469147,0.126668,3.217377,177.469147,40215.08203,0.643476,0,,,,,,,,
193.320007,177.546097,0.126688,3.217872,177.546097,40232.51953,0.643574,0,,,,,,,,
193.340012,177.717239,0.126709,3.218419,177.717239,40271.30078,0.643684,0,,,,,,,,
193.360016,177.895981,0.126733,3.219018,177.895981,40311.80469,0.643804,0,,,,,,,,
193.380005,178.083557,0.126748,3.219409,178.083557,40354.30859,0.643882,0,,,,,,,,
193.400009,178.058701,0.126755,3.219565,178.058701,40348.67578,0.643913,0,,,,,,,,
193.420013,177.984558,0.126759,3.219669,177.984558,40331.87891,0.643934,0,,,,,,,,
193.440002,177.968933,0.126771,3.219981,177.968933,40328.33594,0.643996,0,,,,,,,,
193.460007,177.835068,0.126779,3.22019,177.835068,40298,0.644038,0,,,,,,,,
193.480011,177.825043,0.126797,3.220633,177.825043,40295.73047,0.644127,0,,,,,,,,
193.500015,178.068329,0.126817,3.221153,178.068329,40350.85938,0.644231,0,,,,,,,,
193.520004,178.170929,0.126832,3.221544,178.170929,40374.10547,0.644309,0,,,,,,,,
193.540009,178.222229,0.126841,3.221752,178.222229,40385.73438,0.644351,0,,,,,,,,
193.560013,178.216614,0.126855,3.222117,178.216614,40384.46094,0.644423,0,,,,,,,,
193.580002,178.205399,0.126864,3.222352,178.205399,40381.91797,0.64447,0,,,,,,,,
193.600006,178.237854,0.126883,3.22282,178.237854,40389.27344,0.644564,0,,,,,,,,
193.62001,178.323624,0.126895,3.223133,178.323624,40408.71094,0.644627,0,,,,,,,,
193.640015,178.332443,0.126904,3.223367,178.332443,40410.70703,0.644673,0,,,,,,,,
193.660004,178.352478,0.126917,3.22368,178.352478,40415.24609,0.644736,0,,,,,,,,
193.680008,178.338058,0.126928,3.223966,178.338058,40411.98047,0.644793,0,,,,,,,,
193.700012,178.382935,0.126936,3.224174,178.382935,40422.14844,0.644835,0,,,,,,,,
193.720016,178.282349,0.126952,3.224591,178.282349,40399.35547,0.644918,0,,,,,,,,
193.740005,178.463898,0.126968,3.224982,178.463898,40440.49609,0.644996,0,,,,,,,,
193.76001,178.530426,0.126988,3.225502,178.530426,40455.57031,0.645101,0,,,,,,,,
193.780014,178.710785,0.127002,3.225841,178.710785,40496.44141,0.645168,0,,,,,,,,
193.800003,178.693558,0.127007,3.225971,178.693558,40492.53516,0.645194,0,,,,,,,,
193.820007,178.572113,0.127016,3.226206,178.572113,40465.01953,0.645241,0,,,,,,,,
193.840012,178.531235,0.127022,3.226362,178.531235,40455.75391,0.645272,0,,,,,,,,
193.860016,178.437454,0.127031,3.226596,178.437454,40434.50391,0.645319,0,,,,,,,,
193.880005,178.539642,0.127048,3.227013,178.539642,40457.66016,0.645403,0,,,,,,,,
193.900009,178.532837,0.127064,3.22743,178.532837,40456.11719,0.645486,0,,,,,,,,
193.920013,178.748062,0.127077,3.227768,178.748062,40504.89063,0.645554,0,,,,,,,,
193.940002,178.718399,0.127089,3.228055,178.718399,40498.16406,0.645611,0,,,,,,,,
193.960007,178.709579,0.127104,3.228445,178.709579,40496.16797,0.645689,0,,,,,,,,
193.980011,178.924408,0.127125,3.228966,178.924408,40544.84766,0.645793,0,,,,,,,,
194.000015,178.975311,0.127141,3.229383,178.975311,40556.38281,0.645877,0,,,,,,,,
194.020004,179.130005,0.127154,3.229722,179.130005,40591.4375,0.645944,0,,,,,,,,
194.040009,179.148437,0.127172,3.230164,179.148437,40595.61719,0.646033,0,,,,,,,,
194.060013,179.279099,0.127187,3.230555,179.279099,40625.22266,0.646111,0,,,,,,,,
194.080002,179.246643,0.127194,3.230737,179.246643,40617.87109,0.646147,0,,,,,,,,
194.100006,179.229004,0.127205,3.230998,179.229004,40613.87109,0.6462,0,,,,,,,,
194.12001,179.202148,0.127219,3.231362,179.202148,40607.78516,0.646272,0,,,,,,,,
194.140015,179.229401,0.127228,3.231597,179.229401,40613.96094,0.646319,0,,,,,,,,
194.160004,179.283112,0.127237,3.231831,179.283112,40626.12891,0.646366,0,,,,,,,,
194.180008,179.207764,0.12725,3.232144,179.207764,40609.05859,0.646429,0,,,,,,,,
194.200012,179.271484,0.127261,3.23243,179.271484,40623.5,0.646486,0,,,,,,,,
194.220016,179.307159,0.127282,3.232951,179.307159,40631.58203,0.64659,0,,,,,,,,
194.240005,179.522385,0.127302,3.233472,179.522385,40680.35156,0.646694,0,,,,,,,,
194.26001,179.624573,0.127312,3.233732,179.624573,40703.50781,0.646746,0,,,,,,,,
194.280014,179.565659,0.127319,3.233914,179.565659,40690.15625,0.646783,0,,,,,,,,
194.300003,179.564468,0.127337,3.234357,179.564468,40689.89063,0.646871,0,,,,,,,,
194.320007,179.69191,0.127353,3.234774,179.69191,40718.76563,0.646955,0,,,,,,,,
194.340012,179.750824,0.127367,3.235112,179.750824,40732.11719,0.647022,0,,,,,,,,
194.360016,179.772064,0.12738,3.235451,179.772064,40736.92969,0.64709,0,,,,,,,,
194.380005,179.826981,0.127391,3.235737,179.826981,40749.375,0.647147,0,,,,,,,,
194.400009,179.802521,0.127403,3.236024,179.802521,40743.83203,0.647205,0,,,,,,,,
194.420013,179.818954,0.127408,3.236154,179.818954,40747.55859,0.647231,0,,,,,,,,
194.440002,179.749222,0.127425,3.236597,179.749222,40731.75391,0.647319,0,,,,,,,,
194.460007,179.88829,0.127444,3.237065,179.88829,40763.26953,0.647413,0,,,,,,,,
194.480011,180.015747,0.127457,3.237404,180.015747,40792.14844,0.647481,0,,,,,,,,
194.500015,179.902328,0.127457,3.237404,179.902328,40766.44922,0.647481,0,,,,,,,,
194.520004,179.716766,0.127461,3.237508,179.716766,40724.39844,0.647502,0,,,,,,,,
194.540009,179.810547,0.127487,3.238159,179.810547,40745.65234,0.647632,0,,,,,,,,
194.560013,180.042603,0.127512,3.23881,180.042603,40798.23438,0.647762,0,,,,,,,,
194.580002,180.258621,0.127522,3.239071,180.258621,40847.1875,0.647814,0,,,,,,,,
194.600006,180.205322,0.127531,3.239279,180.205322,40835.10938,0.647856,0,,,,,,,,
194.62001,180.143997,0.127547,3.239696,180.143997,40821.21094,0.647939,0,,,,,,,,
194.640015,180.279465,0.127559,3.240008,180.279465,40851.90625,0.648002,0,,,,,,,,
194.660004,180.274261,0.127573,3.240347,180.274261,40850.73047,0.648069,0,,,,,,,,
194.680008,180.294693,0.127582,3.240581,180.294693,40855.35938,0.648116,0,,,,,,,,
194.700012,180.297501,0.127592,3.240842,180.297501,40855.99609,0.648168,0,,,,,,,,
194.720016,180.30632,0.12761,3.241284,180.30632,40857.99609,0.648257,0,,,,,,,,
194.740005,180.35321,0.127621,3.24157,180.35321,40868.62109,0.648314,0,,,,,,,,
194.76001,180.418533,0.127635,3.241935,180.418533,40883.42188,0.648387,0,,,,,,,,
194.780014,180.497894,0.127658,3.242508,180.497894,40901.40625,0.648502,0,,,,,,,,
194.800003,180.733551,0.127676,3.242977,180.733551,40954.80859,0.648595,0,,,,,,,,
194.820007,180.806503,0.127685,3.243211,180.806503,40971.33594,0.648642,0,,,,,,,,
194.840012,180.742767,0.1277,3.243576,180.742767,40956.89453,0.648715,0,,,,,,,,
194.860016,180.842972,0.127714,3.243941,180.842972,40979.60156,0.648788,0,,,,,,,,
194.880005,180.876633,0.127731,3.244357,180.876633,40987.22656,0.648871,0,,,,,,,,
194.900009,180.990067,0.127748,3.2448,180.990067,41012.93359,0.64896,0,,,,,,,,
194.920013,181.046967,0.12776,3.245112,181.046967,41025.82813,0.649023,0,,,,,,,,
194.940002,181.081436,0.127768,3.245295,181.081436,41033.63672,0.649059,0,,,,,,,,
194.960007,180.951187,0.127773,3.245425,180.951187,41004.12109,0.649085,0,,,,,,,,
194.980011,180.903488,0.127783,3.245686,180.903488,40993.3125,0.649137,0,,,,,,,,
195.000015,180.825729,0.127791,3.245894,180.825729,40975.69141,0.649179,0,,,,,,,,
195.020004,180.820129,0.127805,3.246258,180.820129,40974.42578,0.649252,0,,,,,,,,
195.040009,180.931946,0.127818,3.246571,180.931946,40999.76563,0.649314,0,,,,,,,,
195.060013,180.922333,0.127838,3.247092,180.922333,40997.58594,0.649418,0,,,,,,,,
195.080002,181.178024,0.127856,3.247535,181.178024,41055.52734,0.649507,0,,,,,,,,
195.100006,181.32872,0.127874,3.248003,181.32872,41089.67188,0.649601,0,,,,,,,,
195.12001,181.326324,0.12789,3.248394,181.326324,41089.13281,0.649679,0,,,,,,,,
195.140015,181.455368,0.127905,3.248785,181.455368,41118.37109,0.649757,0,,,,,,,,
195.160004,181.465393,0.127916,3.249071,181.465393,41120.64453,0.649814,0,,,,,,,,
195.180008,181.442947,0.127924,3.249279,181.442947,41115.55859,0.649856,0,,,,,,,,
195.200012,181.442551,0.127937,3.249592,181.442551,41115.46875,0.649918,0,,,,,,,,
195.220016,181.509079,0.127953,3.250009,181.509079,41130.54297,0.650002,0,,,,,,,,
195.240005,181.534332,0.127967,3.250373,181.534332,41136.26563,0.650075,0,,,,,,,,
195.26001,181.6185,0.127983,3.250764,181.6185,41155.33594,0.650153,0,,,,,,,,
195.280014,181.734314,0.127999,3.25118,181.734314,41181.58203,0.650236,0,,,,,,,,
195.300003,181.727509,0.128014,3.251545,181.727509,41180.03906,0.650309,0,,,,,,,,
195.320007,181.836914,0.128028,3.251909,181.836914,41204.83203,0.650382,0,,,,,,,,
195.340012,181.807663,0.128038,3.25217,181.807663,41198.20313,0.650434,0,,,,,,,,
195.360016,181.838928,0.128047,3.252404,181.838928,41205.28906,0.650481,0,,,,,,,,
195.380005,181.842133,0.128061,3.252743,181.842133,41206.01563,0.650549,0,,,,,,,,
195.400009,181.836914,0.128078,3.253186,181.836914,41204.83203,0.650637,0,,,,,,,,
195.420013,181.922287,0.128085,3.253368,181.922287,41224.17969,0.650674,0,,,,,,,,
195.440002,181.852158,0.128095,3.253602,181.852158,41208.28516,0.65072,0,,,,,,,,
195.460007,181.812073,0.128102,3.253784,181.812073,41199.20313,0.650757,0,,,,,,,,
195.480011,181.815277,0.128111,3.254019,181.815277,41199.92969,0.650804,0,,,,,,,,
195.500015,181.775604,0.128123,3.254331,181.775604,41190.9375,0.650866,0,,,,,,,,
195.520004,181.789627,0.128141,3.254774,181.789627,41194.11719,0.650955,0,,,,,,,,
195.540009,182.014877,0.128161,3.255295,182.014877,41245.16016,0.651059,0,,,,,,,,
195.560013,182.071777,0.12817,3.255529,182.071777,41258.05078,0.651106,0,,,,,,,,
195.580002,182.006851,0.128173,3.255582,182.006851,41243.33984,0.651116,0,,,,,,,,
195.600006,181.882614,0.128178,3.255712,181.882614,41215.1875,0.651142,0,,,,,,,,
195.62001,181.792435,0.128192,3.256076,181.792435,41194.75391,0.651215,0,,,,,,,,
195.640015,181.98642,0.128206,3.256441,181.98642,41238.71094,0.651288,0,,,,,,,,
195.660004,181.972382,0.128223,3.256858,181.972382,41235.52734,0.651372,0,,,,,,,,
195.680008,182.05896,0.128237,3.257222,182.05896,41255.14844,0.651444,0,,,,,,,,
195.700012,182.189209,0.128255,3.257665,182.189209,41284.66406,0.651533,0,,,,,,,,
195.720016,182.29863,0.128266,3.257951,182.29863,41309.45703,0.65159,0,,,,,,,,
195.740005,182.226089,0.128271,3.258081,182.226089,41293.01953,0.651616,0,,,,,,,,
195.76001,182.252136,0.12829,3.258576,182.252136,41298.92188,0.651715,0,,,,,,,,
195.780014,182.414047,0.128313,3.259149,182.414047,41335.60938,0.65183,0,,,,,,,,
195.800003,182.541107,0.128325,3.259462,182.541107,41364.40625,0.651892,0,,,,,,,,
195.820007,182.638901,0.128341,3.259852,182.638901,41386.56641,0.651971,0,,,,,,,,
195.840012,182.60202,0.128351,3.260113,182.60202,41378.20703,0.652023,0,,,,,,,,
195.860016,182.629272,0.128357,3.260269,182.629272,41384.38281,0.652054,0,,,,,,,,
195.880005,182.638901,0.128376,3.260738,182.638901,41386.56641,0.652148,0,,,,,,,,
195.900009,182.727066,0.128387,3.261024,182.727066,41406.54297,0.652205,0,,,,,,,,
195.920013,182.680984,0.128399,3.261337,182.680984,41396.10156,0.652267,0,,,,,,,,
195.940002,182.748306,0.128414,3.261727,182.748306,41411.35547,0.652345,0,,,,,,,,
195.960007,182.877365,0.128428,3.262066,182.877365,41440.60156,0.652413,0,,,,,,,,
195.980011,182.880966,0.12844,3.262378,182.880966,41441.41797,0.652476,0,,,,,,,,
196.000015,182.838882,0.128441,3.262404,182.838882,41431.88281,0.652481,0,,,,,,,,
196.020004,182.68779,0.128449,3.262613,182.68779,41397.64453,0.652523,0,,,,,,,,
196.040009,182.749115,0.128471,3.26316,182.749115,41411.54297,0.652632,0,,,,,,,,
196.060013,182.980362,0.128493,3.263733,182.980362,41463.94141,0.652747,0,,,,,,,,
196.080002,183.11824,0.128506,3.264045,183.11824,41495.1875,0.652809,0,,,,,,,,
196.100006,183.15712,0.128517,3.264332,183.15712,41503.99609,0.652866,0,,,,,,,,
196.12001,183.1026,0.128521,3.264436,183.1026,41491.64063,0.652887,0,,,,,,,,
196.140015,182.967133,0.128525,3.26454,182.967133,41460.94531,0.652908,0,,,,,,,,
196.160004,182.932678,0.128535,3.2648,182.932678,41453.13672,0.65296,0,,,,,,,,
196.180008,182.865738,0.128544,3.265009,182.865738,41437.96875,0.653002,0,,,,,,,,
196.200012,182.902206,0.128559,3.265399,182.902206,41446.23438,0.65308,0,,,,,,,,
196.220016,182.960724,0.128573,3.265764,182.960724,41459.49219,0.653153,0,,,,,,,,
196.240005,183.109818,0.128592,3.266233,183.109818,41493.27734,0.653247,0,,,,,,,,
196.26001,183.297791,0.12861,3.266701,183.297791,41535.87109,0.65334,0,,,,,,,,
196.280014,183.349091,0.12863,3.267197,183.349091,41547.49609,0.653439,0,,,,,,,,
196.300003,183.58194,0.128648,3.267665,183.58194,41600.26172,0.653533,0,,,,,,,,
196.320007,183.710602,0.128669,3.268186,183.710602,41629.41406,0.653637,0,,,,,,,,
196.340012,183.779541,0.12868,3.268472,183.779541,41645.03906,0.653695,0,,,,,,,,
196.360016,183.750671,0.128688,3.268681,183.750671,41638.49219,0.653736,0,,,,,,,,
196.380005,183.758286,0.128701,3.268993,183.758286,41640.21875,0.653799,0,,,,,,,,
196.400009,183.707794,0.128701,3.268993,183.707794,41628.78125,0.653799,0,,,,,,,,
196.420013,183.509399,0.128707,3.26915,183.509399,41583.82422,0.65383,0,,,,,,,,
196.440002,183.585556,0.128727,3.26967,183.585556,41601.07813,0.653934,0,,,,,,,,
196.460007,183.608795,0.128739,3.269983,183.608795,41606.34766,0.653997,0,,,,,,,,
196.480011,183.842865,0.128764,3.270608,183.842865,41659.38672,0.654122,0,,,,,,,,
196.500015,183.996765,0.128784,3.271103,183.996765,41694.26172,0.654221,0,,,,,,,,
196.520004,184.143051,0.128797,3.271441,184.143051,41727.41016,0.654288,0,,,,,,,,
196.540009,184.138641,0.128806,3.271676,184.138641,41726.41406,0.654335,0,,,,,,,,
196.560013,184.106171,0.128813,3.271858,184.106171,41719.05469,0.654372,0,,,,,,,,
196.580002,184.057281,0.128826,3.272171,184.057281,41707.97266,0.654434,0,,,,,,,,
196.600006,184.05127,0.128835,3.272405,184.05127,41706.61328,0.654481,0,,,,,,,,
196.62001,183.980728,0.12884,3.272535,183.980728,41690.625,0.654507,0,,,,,,,,
196.640015,183.90538,0.128845,3.272665,183.90538,41673.55469,0.654533,0,,,,,,,,
196.660004,183.870514,0.128858,3.273004,183.870514,41665.65234,0.654601,0,,,,,,,,
196.680008,183.948669,0.128875,3.273421,183.948669,41683.36328,0.654684,0,,,,,,,,
196.700012,184.040451,0.128892,3.273863,184.040451,41704.16016,0.654773,0,,,,,,,,
196.720016,184.247253,0.128919,3.27454,184.247253,41751.02344,0.654908,0,,,,,,,,
196.740005,184.490128,0.128942,3.275139,184.490128,41806.05859,0.655028,0,,,,,,,,
196.76001,184.663666,0.128951,3.275348,184.663666,41845.38281,0.65507,0,,,,,,,,
196.780014,184.576294,0.128957,3.275504,184.576294,41825.58594,0.655101,0,,,,,,,,
196.800003,184.486923,0.128966,3.275738,184.486923,41805.33203,0.655148,0,,,,,,,,
196.820007,184.513382,0.128985,3.276207,184.513382,41811.32813,0.655241,0,,,,,,,,
196.840012,184.720581,0.129008,3.276806,184.720581,41858.28125,0.655361,0,,,,,,,,
196.860016,184.834808,0.129015,3.276989,184.834808,41884.16406,0.655398,0,,,,,,,,
196.880005,184.711365,0.129026,3.277249,184.711365,41856.19141,0.65545,0,,,,,,,,
196.900009,184.719376,0.12904,3.277613,184.719376,41858.00781,0.655523,0,,,,,,,,
196.920013,184.880096,0.129055,3.278004,184.880096,41894.42578,0.655601,0,,,,,,,,
196.940002,184.932999,0.129071,3.278394,184.932999,41906.41406,0.655679,0,,,,,,,,
196.960007,185.059647,0.129087,3.278811,185.059647,41935.11328,0.655762,0,,,,,,,,
196.980011,184.975479,0.129096,3.279046,184.975479,41916.04297,0.655809,0,,,,,,,,
197.000015,185.058441,0.129113,3.279462,185.058441,41934.84375,0.655892,0,,,,,,,,
197.020004,185.084503,0.129117,3.279566,185.084503,41940.74609,0.655913,0,,,,,,,,
197.040009,184.992722,0.129129,3.279879,184.992722,41919.94922,0.655976,0,,,,,,,,
197.060013,185.001938,0.129136,3.280061,185.001938,41922.03516,0.656012,0,,,,,,,,
197.080002,184.96666,0.129149,3.280374,184.96666,41914.04297,0.656075,0,,,,,,,,
197.100006,185.021576,0.129166,3.280817,185.021576,41926.48438,0.656163,0,,,,,,,,
197.12001,185.148224,0.129184,3.281286,185.148224,41955.1875,0.656257,0,,,,,,,,
197.140015,185.219955,0.129191,3.281441,185.219955,41971.4375,0.656288,0,,,,,,,,
197.160004,185.066864,0.129191,3.281441,185.066864,41936.74609,0.656288,0,,,,,,,,
197.180008,184.903748,0.129199,3.28165,184.903748,41899.78516,0.65633,0,,,,,,,,
197.200012,185.030792,0.129221,3.282223,185.030792,41928.57422,0.656445,0,,,,,,,,
197.220016,185.219955,0.129243,3.28277,185.219955,41971.4375,0.656554,0,,,,,,,,
197.240005,185.497299,0.129271,3.283473,185.497299,42034.28516,0.656695,0,,,,,,,,
197.26001,185.650009,0.129282,3.283759,185.650009,42068.89453,0.656752,0,,,,,,,,
197.280014,185.624359,0.129289,3.283942,185.624359,42063.08203,0.656788,0,,,,,,,,
197.300003,185.546204,0.129295,3.284098,185.546204,42045.36719,0.65682,0,,,,,,,,
197.320007,185.479675,0.129306,3.284384,185.479675,42030.29297,0.656877,0,,,,,,,,
197.340012,185.542191,0.12932,3.284723,185.542191,42044.46094,0.656945,0,,,,,,,,
197.360016,185.540985,0.129329,3.284957,185.540985,42044.1875,0.656991,0,,,,,,,,
197.380005,185.520554,0.129342,3.285296,185.520554,42039.55859,0.657059,0,,,,,,,,
197.400009,185.481277,0.129346,3.2854,185.481277,42030.65625,0.65708,0,,,,,,,,
197.420013,185.501312,0.129367,3.285921,185.501312,42035.19531,0.657184,0,,,,,,,,
197.440002,185.770645,0.12939,3.286494,185.770645,42096.22656,0.657299,0,,,,,,,,
197.460007,185.866028,0.129403,3.286832,185.866028,42117.84375,0.657366,0,,,,,,,,
197.480011,185.896896,0.129417,3.287197,185.896896,42124.83594,0.657439,0,,,,,,,,
197.500015,185.967834,0.129434,3.287613,185.967834,42140.91406,0.657523,0,,,,,,,,
197.520004,185.995087,0.129441,3.287796,185.995087,42147.08594,0.657559,0,,,,,,,,
197.540009,185.99588,0.12946,3.288291,185.99588,42147.26563,0.657658,0,,,,,,,,
197.560013,186.146576,0.129475,3.288656,186.146576,42181.41797,0.657731,0,,,,,,,,
197.580002,186.206696,0.129485,3.288916,186.206696,42195.03906,0.657783,0,,,,,,,,
197.600006,186.206696,0.1295,3.289306,186.206696,42195.03906,0.657861,0,,,,,,,,
197.62001,186.243973,0.129521,3.289827,186.243973,42203.48828,0.657965,0,,,,,,,,
197.640015,186.517303,0.129536,3.290218,186.517303,42265.42578,0.658044,0,,,,,,,,
197.660004,186.450378,0.12955,3.290582,186.450378,42250.25781,0.658116,0,,,,,,,,
197.680008,186.577026,0.129561,3.290843,186.577026,42278.95703,0.658169,0,,,,,,,,
197.700012,186.485641,0.129563,3.290895,186.485641,42258.25,0.658179,0,,,,,,,,
197.720016,186.337753,0.129573,3.291155,186.337753,42224.73828,0.658231,0,,,,,,,,
197.740005,186.41832,0.129585,3.291468,186.41832,42242.99219,0.658294,0,,,,,,,,
197.76001,186.3125,0.129594,3.291676,186.3125,42219.01172,0.658335,0,,,,,,,,
197.780014,186.364609,0.129606,3.291989,186.364609,42230.82031,0.658398,0,,,,,,,,
197.800003,186.436752,0.129622,3.292406,186.436752,42247.16797,0.658481,0,,,,,,,,
197.820007,186.571411,0.129642,3.2929,186.571411,42277.68359,0.65858,0,,,,,,,,
197.840012,186.737335,0.129662,3.293421,186.737335,42315.28516,0.658684,0,,,,,,,,
197.860016,186.890839,0.129677,3.293786,186.890839,42350.06641,0.658757,0,,,,,,,,
197.880005,186.928909,0.129691,3.29415,186.928909,42358.69531,0.65883,0,,,,,,,,
197.900009,186.874817,0.129699,3.294358,186.874817,42346.4375,0.658872,0,,,,,,,,
197.920013,186.917297,0.129705,3.294515,186.917297,42356.0625,0.658903,0,,,,,,,,
197.940002,186.736145,0.129714,3.294723,186.736145,42315.01172,0.658945,0,,,,,,,,
197.960007,186.766602,0.129721,3.294905,186.766602,42321.91797,0.658981,0,,,,,,,,
197.980011,186.737747,0.129737,3.295322,186.737747,42315.375,0.659064,0,,,,,,,,
198.000015,186.886032,0.129762,3.295947,186.886032,42348.97656,0.659189,0,,,,,,,,
198.020004,187.229507,0.129786,3.296572,187.229507,42426.8125,0.659314,0,,,,,,,,
198.040009,187.320084,0.1298,3.296911,187.320084,42447.33594,0.659382,0,,,,,,,,
198.060013,187.301254,0.129809,3.297145,187.301254,42443.07031,0.659429,0,,,,,,,,
198.080002,187.301254,0.129816,3.297327,187.301254,42443.07031,0.659465,0,,,,,,,,
198.100006,187.328903,0.129838,3.297874,187.328903,42449.33594,0.659575,0,,,,,,,,
198.12001,187.465164,0.129853,3.298265,187.465164,42480.21094,0.659653,0,,,,,,,,
198.140015,187.46196,0.129856,3.298343,187.46196,42479.48828,0.659669,0,,,,,,,,
198.160004,187.341324,0.129869,3.298681,187.341324,42452.14844,0.659736,0,,,,,,,,
198.180008,187.337311,0.129873,3.298786,187.337311,42451.23828,0.659757,0,,,,,,,,
198.200012,187.326492,0.129886,3.299098,187.326492,42448.78516,0.65982,0,,,,,,,,
198.220016,187.378204,0.129906,3.299619,187.378204,42460.50391,0.659924,0,,,,,,,,
198.240005,187.626678,0.12993,3.300218,187.626678,42516.80859,0.660044,0,,,,,,,,
198.26001,187.831085,0.12995,3.300739,187.831085,42563.13281,0.660148,0,,,,,,,,
198.280014,187.829086,0.129964,3.301077,187.829086,42562.67969,0.660215,0,,,,,,,,
198.300003,187.968552,0.129977,3.301416,187.968552,42594.28125,0.660283,0,,,,,,,,
198.320007,187.941299,0.129985,3.301624,187.941299,42588.10547,0.660325,0,,,,,,,,
198.340012,187.890396,0.129992,3.301807,187.890396,42576.57031,0.660361,0,,,,,,,,
198.360016,187.837494,0.130004,3.302093,187.837494,42564.58594,0.660419,0,,,,,,,,
198.380005,187.857941,0.130014,3.302354,187.857941,42569.21875,0.660471,0,,,,,,,,
198.400009,187.822266,0.130026,3.302666,187.822266,42561.13281,0.660533,0,,,,,,,,
198.420013,187.93129,0.130042,3.303056,187.93129,42585.83594,0.660611,0,,,,,,,,
