Time (sec),S:Load (lbs),S:Position (in),Ch:Position (mm),Ch:Load (lbs),Ch:Stress (kPa),Ch:Strain (lbs),Cycles (),Time_P&V (),S:Load_P&V (),S:Position_P&V (),Ch:Position_P&V (),Ch:Load_P&V (),Ch:Stress_P&V (),Ch:Strain_P&V (),Cycles_P&V ()
6.16,5.082777,0.003994,0.101435,5.082777,1151.773682,0.020287,0,,,,,,,,
6.18,5.061936,0.004001,0.101617,5.061936,1147.051025,0.020323,0,,,,,,,,
6.2,5.090793,0.004009,0.101826,5.090793,1153.590088,0.020365,0,,,,,,,,
6.22,5.094399,0.004022,0.102164,5.094399,1154.407349,0.020433,0,,,,,,,,
6.24,5.093197,0.004037,0.102529,5.093197,1154.134888,0.020506,0,,,,,,,,
6.26,5.146903,0.004049,0.102841,5.146903,1166.304687,0.020568,0,,,,,,,,
6.28,5.143296,0.004063,0.103206,5.143296,1165.487427,0.020641,0,,,,,,,,
6.3,5.202612,0.00408,0.103623,5.202612,1178.928589,0.020725,0,,,,,,,,
6.32,5.228663,0.004093,0.103961,5.228663,1184.831909,0.020792,0,,,,,,,,
6.34,5.22706,0.004107,0.104326,5.22706,1184.468628,0.020865,0,,,,,,,,
6.36,5.224255,0.004121,0.104664,5.224255,1183.833008,0.020933,0,,,,,,,,
6.38,5.253512,0.004136,0.105055,5.253512,1190.462769,0.021011,0,,,,,,,,
6.4,5.296797,0.004153,0.105498,5.296797,1200.27124,0.0211,0,,,,,,,,
6.42,5.332868,0.004159,0.105628,5.332868,1208.445068,0.021126,0,,,,,,,,
6.440001,5.320443,0.004168,0.105862,5.320443,1205.629639,0.021172,0,,,,,,,,
6.460001,5.332066,0.00417,0.105914,5.332066,1208.263428,0.021183,0,,,,,,,,
6.48,5.322848,0.00418,0.106175,5.322848,1206.174561,0.021235,0,,,,,,,,
6.5,5.332467,0.004197,0.106591,5.332467,1208.354248,0.021318,0,,,,,,,,
6.52,5.360121,0.004205,0.1068,5.360121,1214.62085,0.02136,0,,,,,,,,
6.54,5.362526,0.00422,0.10719,5.362526,1215.165771,0.021438,0,,,,,,,,
6.56,5.418636,0.004244,0.107789,5.418636,1227.880371,0.021558,0,,,,,,,,
6.58,5.445889,0.004263,0.108284,5.445889,1234.056152,0.021657,0,,,,,,,,
6.6,5.465929,0.004281,0.108727,5.465929,1238.597168,0.021745,0,,,,,,,,
6.62,5.463123,0.00429,0.108961,5.463123,1237.961426,0.021792,0,,,,,,,,
6.64,5.447493,0.004303,0.1093,5.447493,1234.419434,0.02186,0,,,,,,,,
6.66,5.469536,0.004315,0.109612,5.469536,1239.414551,0.021922,0,,,,,,,,
6.68,5.500397,0.004327,0.109899,5.500397,1246.407593,0.02198,0,,,,,,,,
6.7,5.524845,0.004338,0.110185,5.524845,1251.947632,0.022037,0,,,,,,,,
6.72,5.549293,0.004343,0.110315,5.549293,1257.487671,0.022063,0,,,,,,,,
6.74,5.518031,0.004343,0.110315,5.518031,1250.403687,0.022063,0,,,,,,,,
6.76,5.490377,0.004344,0.110341,5.490377,1244.137085,0.022068,0,,,,,,,,
6.78,5.512821,0.004361,0.110758,5.512821,1249.223022,0.022152,0,,,,,,,,
6.8,5.528852,0.004385,0.111383,5.528852,1252.855835,0.022277,0,,,,,,,,
6.82,5.602196,0.00441,0.112008,5.602196,1269.47583,0.022402,0,,,,,,,,
6.84,5.605402,0.004434,0.112633,5.605402,1270.202393,0.022527,0,,,,,,,,
6.86,5.619831,0.004449,0.112998,5.619831,1273.471802,0.0226,0,,,,,,,,
6.88,5.643477,0.004462,0.113336,5.643477,1278.8302,0.022667,0,,,,,,,,
6.9,5.63466,0.004473,0.113623,5.63466,1276.832275,0.022725,0,,,,,,,,
6.920001,5.653497,0.004479,0.113779,5.653497,1281.100708,0.022756,0,,,,,,,,
6.940001,5.651093,0.004486,0.113935,5.651093,1280.555908,0.022787,0,,,,,,,,
6.960001,5.679548,0.004494,0.114144,5.679548,1287.004028,0.022829,0,,,,,,,,
6.98,5.692373,0.0045,0.1143,5.692373,1289.910156,0.02286,0,,,,,,,,
7,5.668727,0.00451,0.11456,5.668727,1284.551758,0.022912,0,,,,,,,,
7.02,5.671533,0.004517,0.114743,5.671533,1285.187622,0.022949,0,,,,,,,,
7.04,5.678346,0.004532,0.115107,5.678346,1286.731567,0.023021,0,,,,,,,,
7.06,5.707202,0.004551,0.115602,5.707202,1293.270508,0.02312,0,,,,,,,,
7.08,5.737662,0.004562,0.115862,5.737662,1300.172852,0.023172,0,,,,,,,,
7.1,5.736059,0.004572,0.116123,5.736059,1299.80957,0.023225,0,,,,,,,,
7.12,5.769725,0.00459,0.116592,5.769725,1307.438354,0.023318,0,,,,,,,,
7.14,5.779344,0.004607,0.117008,5.779344,1309.618042,0.023402,0,,,,,,,,
7.16,5.791368,0.004619,0.117321,5.791368,1312.342529,0.023464,0,,,,,,,,
7.18,5.803391,0.004629,0.117581,5.803391,1315.067261,0.023516,0,,,,,,,,
7.2,5.805796,0.00464,0.117868,5.805796,1315.612183,0.023574,0,,,,,,,,
7.22,5.852688,0.004652,0.118154,5.852688,1326.238037,0.023631,0,,,,,,,,
7.24,5.8587,0.004663,0.118441,5.8587,1327.600342,0.023688,0,,,,,,,,
7.26,5.876735,0.004676,0.118779,5.876735,1331.687256,0.023756,0,,,,,,,,
7.28,5.878739,0.004692,0.11917,5.878739,1332.141357,0.023834,0,,,,,,,,
7.3,5.860303,0.004704,0.119482,5.860303,1327.963623,0.023896,0,,,,,,,,
7.32,5.897175,0.004726,0.120029,5.897175,1336.31897,0.024006,0,,,,,,,,
7.34,5.938457,0.004755,0.120784,5.938457,1345.673462,0.024157,0,,,,,,,,
7.36,5.988154,0.004775,0.121279,5.988154,1356.935059,0.024256,0,,,,,,,,
7.38,6.000979,0.00479,0.12167,6.000979,1359.841187,0.024334,0,,,,,,,,
7.400001,5.992162,0.004806,0.122061,5.992162,1357.843262,0.024412,0,,,,,,,,
7.420001,5.992963,0.004814,0.122269,5.992963,1358.024902,0.024454,0,,,,,,,,
7.440001,6.015808,0.004821,0.122451,6.015808,1363.20166,0.02449,0,,,,,,,,
7.460001,6.019415,0.004832,0.122738,6.019415,1364.018921,0.024548,0,,,,,,,,
7.48,6.03705,0.004841,0.122972,6.03705,1368.015015,0.024594,0,,,,,,,,
7.5,6.038252,0.00485,0.12318,6.038252,1368.287476,0.024636,0,,,,,,,,
7.52,6.049875,0.004859,0.123415,6.049875,1370.921265,0.024683,0,,,,,,,,
7.54,6.045867,0.004873,0.123779,6.045867,1370.013062,0.024756,0,,,,,,,,
7.56,6.056688,0.004897,0.124378,6.056688,1372.465088,0.024876,0,,,,,,,,
7.58,6.089954,0.004909,0.124691,6.089954,1380.003174,0.024938,0,,,,,,,,
7.6,6.085145,0.004916,0.124873,6.085145,1378.913452,0.024975,0,,,,,,,,
7.62,6.126826,0.004933,0.12529,6.126826,1388.358643,0.025058,0,,,,,,,,
7.64,6.147667,0.004949,0.125706,6.147667,1393.081177,0.025141,0,,,,,,,,
7.66,6.153679,0.004956,0.125889,6.153679,1394.443481,0.025178,0,,,,,,,,
7.68,6.144461,0.004967,0.126149,6.144461,1392.354614,0.02523,0,,,,,,,,
7.7,6.121616,0.004979,0.126462,6.121616,1387.177979,0.025292,0,,,,,,,,
7.72,6.165702,0.00499,0.126748,6.165702,1397.167969,0.02535,0,,,,,,,,
7.74,6.172516,0.005006,0.127165,6.172516,1398.712036,0.025433,0,,,,,,,,
7.76,6.213797,0.005023,0.127582,6.213797,1408.066406,0.025516,0,,,,,,,,
7.78,6.222213,0.005048,0.128207,6.222213,1409.973633,0.025641,0,,,,,,,,
7.8,6.237042,0.005064,0.128623,6.237042,1413.333984,0.025725,0,,,,,,,,
7.82,6.225019,0.00507,0.128779,6.225019,1410.609375,0.025756,0,,,,,,,,
7.84,6.237443,0.005078,0.128988,6.237443,1413.424927,0.025798,0,,,,,,,,
7.860001,6.245058,0.005095,0.129404,6.245058,1415.150269,0.025881,0,,,,,,,,
7.880001,6.271911,0.005111,0.129821,6.271911,1421.235352,0.025964,0,,,,,,,,
7.900001,6.299565,0.005124,0.13016,6.299565,1427.501831,0.026032,0,,,,,,,,
7.920001,6.302371,0.005128,0.130264,6.302371,1428.137573,0.026053,0,,,,,,,,
7.940001,6.307981,0.005143,0.130628,6.307981,1429.408936,0.026126,0,,,,,,,,
7.960001,6.290748,0.005155,0.130941,6.290748,1425.503784,0.026188,0,,,,,,,,
7.98,6.331227,0.005167,0.131253,6.331227,1434.676514,0.026251,0,,,,,,,,
8,6.345655,0.005184,0.13167,6.345655,1437.946045,0.026334,0,,,,,,,,
8.02,6.369302,0.005202,0.132139,6.369302,1443.304565,0.026428,0,,,,,,,,
8.04,6.389742,0.005215,0.132451,6.389742,1447.936279,0.02649,0,,,,,,,,
8.06,6.375314,0.005224,0.132686,6.375314,1444.666748,0.026537,0,,,,,,,,
8.08,6.377718,0.005231,0.132868,6.377718,1445.211548,0.026574,0,,,,,,,,
8.1,6.390143,0.005241,0.133129,6.390143,1448.0271,0.026626,0,,,,,,,,
8.120001,6.38854,0.005255,0.133467,6.38854,1447.663818,0.026693,0,,,,,,,,
8.14,6.412186,0.005265,0.133728,6.412186,1453.022095,0.026746,0,,,,,,,,
8.160001,6.435432,0.005279,0.134092,6.435432,1458.289673,0.026818,0,,,,,,,,
8.18,6.449059,0.005285,0.134248,6.449059,1461.377563,0.02685,0,,,,,,,,
8.200001,6.466693,0.005295,0.134483,6.466693,1465.373535,0.026897,0,,,,,,,,
8.22,6.437837,0.005306,0.134769,6.437837,1458.834595,0.026954,0,,,,,,,,
8.240001,6.460681,0.005328,0.135342,6.460681,1464.01123,0.027068,0,,,,,,,,
8.26,6.466693,0.005345,0.135759,6.466693,1465.373535,0.027152,0,,,,,,,,
8.280001,6.504367,0.005358,0.136097,6.504367,1473.910645,0.027219,0,,,,,,,,
8.3,6.529216,0.005379,0.136618,6.529216,1479.541504,0.027324,0,,,,,,,,
8.320001,6.526411,0.0054,0.137165,6.526411,1478.90564,0.027433,0,,,,,,,,
8.34,6.55166,0.005408,0.137373,6.55166,1484.627319,0.027475,0,,,,,,,,
8.360001,6.515589,0.005409,0.137399,6.515589,1476.453613,0.02748,0,,,,,,,,
8.38,6.537632,0.005418,0.137608,6.537632,1481.448608,0.027522,0,,,,,,,,
8.400001,6.567291,0.005434,0.138025,6.567291,1488.169312,0.027605,0,,,,,,,,
8.42,6.578914,0.005444,0.138285,6.578914,1490.803101,0.027657,0,,,,,,,,
8.440001,6.586929,0.005455,0.138545,6.586929,1492.619507,0.027709,0,,,,,,,,
8.46,6.58733,0.005468,0.138884,6.58733,1492.710205,0.027777,0,,,,,,,,
8.48,6.593342,0.005487,0.139379,6.593342,1494.07251,0.027876,0,,,,,,,,
8.5,6.616588,0.005512,0.140004,6.616588,1499.340088,0.028001,0,,,,,,,,
8.52,6.637428,0.005528,0.14042,6.637428,1504.062744,0.028084,0,,,,,,,,
8.54,6.655464,0.005539,0.140681,6.655464,1508.149536,0.028136,0,,,,,,,,
8.56,6.676305,0.005554,0.141071,6.676305,1512.872192,0.028214,0,,,,,,,,
8.580001,6.701955,0.005565,0.141358,6.701955,1518.68457,0.028272,0,,,,,,,,
8.6,6.703558,0.005578,0.14167,6.703558,1519.047852,0.028334,0,,,,,,,,
8.620001,6.692737,0.005595,0.142113,6.692737,1516.595825,0.028423,0,,,,,,,,
8.64,6.69434,0.005604,0.142348,6.69434,1516.959229,0.02847,0,,,,,,,,
8.660001,6.716784,0.005617,0.14266,6.716784,1522.044922,0.028532,0,,,,,,,,
8.68,6.738427,0.005624,0.142842,6.738427,1526.949219,0.028568,0,,,,,,,,
8.700001,6.767684,0.005634,0.143103,6.767684,1533.578979,0.028621,0,,,,,,,,
8.72,6.757264,0.005647,0.143441,6.757264,1531.217773,0.028688,0,,,,,,,,
8.740001,6.757664,0.005664,0.143858,6.757664,1531.308594,0.028772,0,,,,,,,,
8.76,6.768486,0.005671,0.14404,6.768486,1533.76062,0.028808,0,,,,,,,,
8.780001,6.759267,0.005684,0.144379,6.759267,1531.671753,0.028876,0,,,,,,,,
8.8,6.808164,0.005702,0.144822,6.808164,1542.751831,0.028964,0,,,,,,,,
8.820001,6.836218,0.005714,0.145134,6.836218,1549.109131,0.029027,0,,,,,,,,
8.84,6.83702,0.005729,0.145525,6.83702,1549.290894,0.029105,0,,,,,,,,
8.860001,6.84704,0.005741,0.145811,6.84704,1551.561401,0.029162,0,,,,,,,,
8.88,6.834215,0.005751,0.146072,6.834215,1548.655029,0.029214,0,,,,,,,,
8.900001,6.858262,0.005774,0.146671,6.858262,1554.10437,0.029334,0,,,,,,,,
8.92,6.873892,0.005791,0.147087,6.873892,1557.646118,0.029417,0,,,,,,,,
8.940001,6.900745,0.0058,0.147322,6.900745,1563.731201,0.029464,0,,,,,,,,
8.96,6.93882,0.005812,0.147634,6.93882,1572.359009,0.029527,0,,,,,,,,
8.98,6.932007,0.005821,0.147842,6.932007,1570.815186,0.029568,0,,,,,,,,
9,6.944431,0.00583,0.148077,6.944431,1573.630493,0.029615,0,,,,,,,,
9.02,6.922388,0.005841,0.148363,6.922388,1568.635376,0.029673,0,,,,,,,,
9.04,6.946034,0.005859,0.148806,6.946034,1573.993774,0.029761,0,,,,,,,,
9.06,6.973288,0.005888,0.149561,6.973288,1580.169434,0.029912,0,,,,,,,,
9.080001,7.002545,0.005908,0.150056,7.002545,1586.799316,0.030011,0,,,,,,,,
9.1,7.03581,0.005918,0.150317,7.03581,1594.33728,0.030063,0,,,,,,,,
9.120001,7.039818,0.005929,0.150603,7.039818,1595.245483,0.030121,0,,,,,,,,
9.14,7.039017,0.005941,0.150889,7.039017,1595.063843,0.030178,0,,,,,,,,
9.160001,7.043025,0.005956,0.15128,7.043025,1595.972046,0.030256,0,,,,,,,,
9.18,7.060659,0.005972,0.151697,7.060659,1599.96814,0.030339,0,,,,,,,,
9.200001,7.080698,0.005979,0.151879,7.080698,1604.509155,0.030376,0,,,,,,,,
9.22,7.109555,0.00599,0.152139,7.109555,1611.048218,0.030428,0,,,,,,,,
9.240001,7.107151,0.006,0.1524,7.107151,1610.503296,0.03048,0,,,,,,,,
9.26,7.113964,0.006011,0.152686,7.113964,1612.047119,0.030537,0,,,,,,,,
9.280001,7.116769,0.006026,0.153051,7.116769,1612.682983,0.03061,0,,,,,,,,
9.3,7.132801,0.006042,0.153468,7.132801,1616.315674,0.030694,0,,,,,,,,
9.320001,7.140817,0.006056,0.153832,7.140817,1618.132202,0.030766,0,,,,,,,,
9.34,7.160054,0.006065,0.154041,7.160054,1622.491455,0.030808,0,,,,,,,,
9.360001,7.202538,0.006077,0.154353,7.202538,1632.118286,0.030871,0,,,,,,,,
9.38,7.206145,0.006091,0.154718,7.206145,1632.935669,0.030944,0,,,,,,,,
9.400001,7.22418,0.00611,0.155186,7.22418,1637.022461,0.031037,0,,,,,,,,
9.42,7.209351,0.006122,0.155499,7.209351,1633.662231,0.0311,0,,,,,,,,
9.440001,7.231394,0.006134,0.155811,7.231394,1638.657227,0.031162,0,,,,,,,,
9.46,7.259449,0.006148,0.15615,7.259449,1645.014771,0.03123,0,,,,,,,,
9.48,7.272676,0.006156,0.156358,7.272676,1648.011841,0.031272,0,,,,,,,,
9.5,7.299127,0.006166,0.156619,7.299127,1654.005737,0.031324,0,,,,,,,,
9.52,7.296322,0.00618,0.156983,7.296322,1653.370117,0.031397,0,,,,,,,,
9.540001,7.303536,0.006202,0.15753,7.303536,1655.004883,0.031506,0,,,,,,,,
9.56,7.32598,0.00622,0.157999,7.32598,1660.090698,0.0316,0,,,,,,,,
9.580001,7.340007,0.006235,0.158364,7.340007,1663.269409,0.031673,0,,,,,,,,
9.6,7.373273,0.006247,0.158676,7.373273,1670.807373,0.031735,0,,,,,,,,
9.620001,7.391308,0.006261,0.159041,7.391308,1674.894287,0.031808,0,,,,,,,,
9.64,7.403732,0.006275,0.159379,7.403732,1677.709595,0.031876,0,,,,,,,,
9.660001,7.437398,0.00629,0.15977,7.437398,1685.338501,0.031954,0,,,,,,,,
9.68,7.434994,0.006299,0.160004,7.434994,1684.793579,0.032001,0,,,,,,,,
9.700001,7.436196,0.006309,0.160239,7.436196,1685.06604,0.032048,0,,,,,,,,
9.72,7.446617,0.006319,0.160499,7.446617,1687.427368,0.0321,0,,,,,,,,
9.740001,7.462247,0.006331,0.160812,7.462247,1690.96936,0.032162,0,,,,,,,,
9.76,7.520361,0.006346,0.161176,7.520361,1704.138184,0.032235,0,,,,,,,,
9.780001,7.513949,0.006359,0.161515,7.513949,1702.685059,0.032303,0,,,,,,,,
9.8,7.528377,0.006369,0.161775,7.528377,1705.95459,0.032355,0,,,,,,,,
9.820001,7.506735,0.006381,0.162088,7.506735,1701.050293,0.032418,0,,,,,,,,
9.84,7.534389,0.006392,0.162348,7.534389,1707.316895,0.03247,0,,,,,,,,
9.860001,7.558436,0.006404,0.162661,7.558436,1712.765991,0.032532,0,,,,,,,,
9.88,7.576872,0.006417,0.162999,7.576872,1716.943726,0.0326,0,,,,,,,,
9.900001,7.600519,0.006424,0.163181,7.600519,1722.302124,0.032636,0,,,,,,,,
9.92,7.607332,0.006432,0.163364,7.607332,1723.846069,0.032673,0,,,,,,,,
9.940001,7.598515,0.006444,0.163676,7.598515,1721.848022,0.032735,0,,,,,,,,
9.96,7.61134,0.006463,0.164171,7.61134,1724.754272,0.032834,0,,,,,,,,
9.98,7.628974,0.006477,0.16451,7.628974,1728.750244,0.032902,0,,,,,,,,
10,7.650217,0.006481,0.164614,7.650217,1733.563843,0.032923,0,,,,,,,,
10.02,7.676668,0.006489,0.164822,7.676668,1739.557861,0.032964,0,,,,,,,,
10.040001,7.700315,0.006517,0.165525,7.700315,1744.916138,0.033105,0,,,,,,,,
10.06,7.738389,0.006545,0.166254,7.738389,1753.544067,0.033251,0,,,,,,,,
10.080001,7.727969,0.006558,0.166567,7.727969,1751.182739,0.033313,0,,,,,,,,
10.1,7.742397,0.006561,0.166645,7.742397,1754.452271,0.033329,0,,,,,,,,
10.120001,7.759631,0.006566,0.166775,7.759631,1758.357544,0.033355,0,,,,,,,,
10.14,7.756425,0.006577,0.167062,7.756425,1757.630981,0.033412,0,,,,,,,,
10.160001,7.808126,0.006595,0.167504,7.808126,1769.34668,0.033501,0,,,,,,,,
10.18,7.812535,0.006606,0.167791,7.812535,1770.345703,0.033558,0,,,,,,,,
10.200001,7.799309,0.006614,0.167999,7.799309,1767.348633,0.0336,0,,,,,,,,
10.22,7.812134,0.006627,0.168338,7.812134,1770.254883,0.033668,0,,,,,,,,
10.240001,7.836983,0.006646,0.168807,7.836983,1775.885498,0.033761,0,,,,,,,,
10.26,7.871851,0.006661,0.169197,7.871851,1783.786987,0.033839,0,,,,,,,,
10.280001,7.909926,0.006678,0.169614,7.909926,1792.414673,0.033923,0,,,,,,,,
10.3,7.912331,0.006691,0.169952,7.912331,1792.959717,0.03399,0,,,,,,,,
10.320001,7.937981,0.006701,0.170213,7.937981,1798.772217,0.034043,0,,,,,,,,
10.34,7.941187,0.006715,0.170551,7.941187,1799.498779,0.03411,0,,,,,,,,
10.360001,7.940787,0.006729,0.170916,7.940787,1799.407959,0.034183,0,,,,,,,,
10.38,7.957219,0.006736,0.171098,7.957219,1803.131592,0.03422,0,,,,,,,,
10.400001,7.954013,0.006744,0.171307,7.954013,1802.405029,0.034261,0,,,,,,,,
10.42,7.997698,0.006749,0.171437,7.997698,1812.304321,0.034287,0,,,,,,,,
10.440001,8.010123,0.006761,0.171723,8.010123,1815.119873,0.034345,0,,,,,,,,
10.46,8.029361,0.006773,0.172036,8.029361,1819.479126,0.034407,0,,,,,,,,
10.48,8.009722,0.006783,0.172296,8.009722,1815.028809,0.034459,0,,,,,,,,
10.500001,8.012928,0.006798,0.172661,8.012928,1815.755371,0.034532,0,,,,,,,,
10.52,8.049801,0.006814,0.173078,8.049801,1824.11084,0.034616,0,,,,,,,,
10.540001,8.07986,0.00684,0.173729,8.07986,1830.922363,0.034746,0,,,,,,,,
10.56,8.145989,0.006863,0.174328,8.145989,1845.907471,0.034866,0,,,,,,,,
10.580001,8.146791,0.006885,0.174874,8.146791,1846.089355,0.034975,0,,,,,,,,
10.6,8.162021,0.006897,0.175187,8.162021,1849.540161,0.035037,0,,,,,,,,
10.620001,8.156811,0.006902,0.175317,8.156811,1848.359741,0.035063,0,,,,,,,,
10.64,8.163223,0.006911,0.175552,8.163223,1849.812744,0.03511,0,,,,,,,,
10.660001,8.184465,0.006924,0.175864,8.184465,1854.626221,0.035173,0,,,,,,,,
10.68,8.206509,0.006938,0.176229,8.206509,1859.62146,0.035246,0,,,,,,,,
10.700001,8.230556,0.006945,0.176411,8.230556,1865.070435,0.035282,0,,,,,,,,
10.72,8.243781,0.006956,0.176671,8.243781,1868.067505,0.035334,0,,,,,,,,
10.740001,8.252599,0.006971,0.177062,8.252599,1870.065552,0.035412,0,,,,,,,,
10.76,8.259813,0.006984,0.177401,8.259813,1871.700439,0.03548,0,,,,,,,,
10.780001,8.272237,0.007003,0.177869,8.272237,1874.515625,0.035574,0,,,,,,,,
10.8,8.299491,0.007026,0.178468,8.299491,1880.691528,0.035694,0,,,,,,,,
10.820001,8.352796,0.007032,0.178625,8.352796,1892.770508,0.035725,0,,,,,,,,
10.84,8.348387,0.007041,0.178833,8.348387,1891.771484,0.035767,0,,,,,,,,
10.860001,8.342775,0.007048,0.179015,8.342775,1890.499878,0.035803,0,,,,,,,,
10.88,8.357605,0.007057,0.17925,8.357605,1893.860229,0.03585,0,,,,,,,,
10.900001,8.34999,0.007068,0.179536,8.34999,1892.134644,0.035907,0,,,,,,,,
10.92,8.376842,0.007084,0.179927,8.376842,1898.219482,0.035985,0,,,,,,,,
10.940001,8.397683,0.007099,0.180317,8.397683,1902.942139,0.036063,0,,,,,,,,
10.960001,8.445778,0.007117,0.18076,8.445778,1913.840454,0.036152,0,,,,,,,,
10.98,8.468222,0.007132,0.181151,8.468222,1918.926392,0.03623,0,,,,,,,,
11.000001,8.47223,0.007148,0.181567,8.47223,1919.834595,0.036313,0,,,,,,,,
11.02,8.482249,0.007163,0.181932,8.482249,1922.105103,0.036386,0,,,,,,,,
11.040001,8.499483,0.007173,0.182192,8.499483,1926.010254,0.036438,0,,,,,,,,
11.06,8.51792,0.007183,0.182453,8.51792,1930.18811,0.036491,0,,,,,,,,
11.080001,8.52834,0.007191,0.182661,8.52834,1932.549438,0.036532,0,,,,,,,,
11.1,8.559602,0.00721,0.18313,8.559602,1939.633423,0.036626,0,,,,,,,,
11.120001,8.576034,0.007228,0.183599,8.576034,1943.356934,0.03672,0,,,,,,,,
11.14,8.58445,0.007238,0.183833,8.58445,1945.264038,0.036767,0,,,,,,,,
11.160001,8.583649,0.007252,0.184198,8.583649,1945.08252,0.03684,0,,,,,,,,
11.18,8.60008,0.007264,0.18451,8.60008,1948.80603,0.036902,0,,,,,,,,
11.200001,8.611704,0.00728,0.184901,8.611704,1951.439941,0.03698,0,,,,,,,,
11.22,8.67623,0.007303,0.1855,8.67623,1966.06189,0.0371,0,,,,,,,,
11.240001,8.697071,0.007314,0.185786,8.697071,1970.784424,0.037157,0,,,,,,,,
11.26,8.693865,0.007317,0.185864,8.693865,1970.057861,0.037173,0,,,,,,,,
11.280001,8.693865,0.007328,0.186125,8.693865,1970.057861,0.037225,0,,,,,,,,
11.3,8.688253,0.007335,0.186307,8.688253,1968.786255,0.037261,0,,,,,,,,
11.320001,8.705487,0.007344,0.186541,8.705487,1972.691528,0.037308,0,,,,,,,,
11.34,8.735948,0.007355,0.186828,8.735948,1979.593994,0.037366,0,,,,,,,,
11.360001,8.755987,0.007369,0.187166,8.755987,1984.13501,0.037433,0,,,,,,,,
11.38,8.775225,0.007383,0.187531,8.775225,1988.494263,0.037506,0,,,,,,,,
11.400001,8.770415,0.007396,0.18787,8.770415,1987.404419,0.037574,0,,,,,,,,
11.42,8.779634,0.007405,0.188078,8.779634,1989.493408,0.037616,0,,,,,,,,
11.440001,8.795264,0.007418,0.188416,8.795264,1993.035278,0.037683,0,,,,,,,,
11.460001,8.811696,0.007438,0.188937,8.811696,1996.758789,0.037787,0,,,,,,,,
11.48,8.847366,0.007453,0.189302,8.847366,2004.841797,0.03786,0,,,,,,,,
11.500001,8.88985,0.007473,0.189823,8.88985,2014.468628,0.037965,0,,,,,,,,
11.52,8.920309,0.007491,0.190265,8.920309,2021.37085,0.038053,0,,,,,,,,
11.540001,8.928726,0.0075,0.1905,8.928726,2023.278198,0.0381,0,,,,,,,,
11.56,8.898667,0.00751,0.19076,8.898667,2016.466797,0.038152,0,,,,,,,,
11.580001,8.927123,0.007523,0.191073,8.927123,2022.914917,0.038215,0,,,,,,,,
11.6,8.950769,0.007532,0.191307,8.950769,2028.273315,0.038261,0,,,,,,,,
11.620001,8.988042,0.007543,0.191594,8.988042,2036.71936,0.038319,0,,,,,,,,
11.64,9.002069,0.00755,0.191776,9.002069,2039.898071,0.038355,0,,,,,,,,
11.660001,8.984836,0.007562,0.192062,8.984836,2035.992798,0.038412,0,,,,,,,,
11.68,8.996459,0.007581,0.192557,8.996459,2038.626709,0.038511,0,,,,,,,,
11.700001,9.010887,0.007596,0.192948,9.010887,2041.896118,0.03859,0,,,,,,,,
11.72,9.048962,0.007612,0.193338,9.048962,2050.523926,0.038668,0,,,,,,,,
11.740001,9.056176,0.007614,0.193391,9.056176,2052.158691,0.038678,0,,,,,,,,
11.76,9.052569,0.007618,0.193495,9.052569,2051.341553,0.038699,0,,,,,,,,
11.780001,9.081426,0.007647,0.194224,9.081426,2057.880371,0.038845,0,,,,,,,,
11.8,9.118298,0.007674,0.194927,9.118298,2066.235596,0.038985,0,,,,,,,,
11.820001,9.120302,0.007687,0.19524,9.120302,2066.689941,0.039048,0,,,,,,,,
11.84,9.133928,0.007699,0.195552,9.133928,2069.777588,0.03911,0,,,,,,,,
11.860001,9.153968,0.00771,0.195839,9.153968,2074.318848,0.039168,0,,,,,,,,
11.88,9.204066,0.007724,0.196177,9.204066,2085.671143,0.039235,0,,,,,,,,
11.900001,9.210879,0.007743,0.196672,9.210879,2087.214844,0.039334,0,,,,,,,,
11.920001,9.224506,0.00775,0.196854,9.224506,2090.302979,0.039371,0,,,,,,,,
11.940001,9.207273,0.007763,0.197193,9.207273,2086.397705,0.039439,0,,,,,,,,
11.960001,9.22651,0.007779,0.197583,9.22651,2090.75708,0.039517,0,,,,,,,,
11.98,9.260577,0.00779,0.19787,9.260577,2098.476562,0.039574,0,,,,,,,,
12.000001,9.275807,0.007808,0.198313,9.275807,2101.927979,0.039663,0,,,,,,,,
12.02,9.299454,0.007818,0.198573,9.299454,2107.286133,0.039715,0,,,,,,,,
12.040001,9.316287,0.007833,0.198964,9.316287,2111.10083,0.039793,0,,,,,,,,
12.06,9.340334,0.007849,0.199354,9.340334,2116.549805,0.039871,0,,,,,,,,
12.080001,9.341537,0.007865,0.199771,9.341537,2116.822266,0.039954,0,,,,,,,,
12.1,9.366786,0.00788,0.200162,9.366786,2122.543945,0.040032,0,,,,,,,,
12.120001,9.376805,0.007894,0.2005,9.376805,2124.814453,0.0401,0,,,,,,,,
12.14,9.393639,0.007901,0.200682,9.393639,2128.628906,0.040136,0,,,,,,,,
12.160001,9.415281,0.007908,0.200865,9.415281,2133.533203,0.040173,0,,,,,,,,
12.18,9.414079,0.007918,0.201125,9.414079,2133.260742,0.040225,0,,,,,,,,
12.200001,9.442134,0.007924,0.201281,9.442134,2139.618164,0.040256,0,,,,,,,,
12.22,9.393639,0.007937,0.201594,9.393639,2128.628906,0.040319,0,,,,,,,,
12.240001,9.423297,0.007959,0.202167,9.423297,2135.349609,0.040433,0,,,,,,,,
